datetime,actual,forecast
2025-03-15,14729.5,15660.64080990328
2025-03-16,14607.708333333334,15454.062645840751
2025-03-17,15971.5,16763.161117608142
2025-03-18,15296.208333333334,16889.64955659015
2025-03-19,14763.541666666666,16877.352053938477
2025-03-20,15246.0,16791.33632079254
2025-03-21,15004.416666666666,16612.090201507643
2025-03-22,14789.25,15656.350948644236
2025-03-23,14650.5,15449.772784581708
2025-03-24,16617.791666666668,16758.8712563491
2025-03-25,15778.083333333334,16885.359695331106
2025-03-26,15963.791666666666,16873.062192679434
2025-03-27,15482.0,16787.046459533496
2025-03-28,15575.625,16607.8003402486
2025-03-29,14857.666666666666,15652.061087385193
2025-03-30,15010.458333333334,15445.482923322665
2025-03-31,15434.958333333334,16754.581395090056
2025-04-01,14949.333333333334,16881.069834072063
2025-04-02,16146.958333333334,16868.77233142039
2025-04-03,15729.958333333334,16782.756598274453
2025-04-04,14447.041666666666,16603.510478989556
2025-04-05,14798.5,15647.77122612615
2025-04-06,14482.333333333334,15441.193062063621
2025-04-07,15966.708333333334,16750.291533831012
2025-04-08,16276.333333333334,16876.77997281302
2025-04-09,15835.75,16864.482470161347
2025-04-10,16328.458333333334,16778.46673701541
2025-04-11,16329.75,16599.220617730512
2025-04-12,15881.25,15643.481364867106
2025-04-13,14233.25,15436.903200804578
2025-04-14,14729.583333333334,16746.00167257197
2025-04-15,14896.583333333334,16872.490111553976
2025-04-16,15929.583333333334,16860.192608902304
2025-04-17,14453.25,16774.176875756366
2025-04-18,14352.625,16594.93075647147
2025-04-19,14123.458333333334,15639.191503608063
2025-04-20,12920.916666666666,15432.613339545534
2025-04-21,14973.0,16741.711811312925
2025-04-22,14571.583333333334,16868.200250294933
2025-04-23,14176.333333333334,16855.90274764326
2025-04-24,14485.625,16769.887014497323
2025-04-25,14873.166666666666,16590.640895212426
2025-04-26,14624.541666666666,15634.90164234902
2025-04-27,13323.041666666666,15428.323478286491
2025-04-28,14087.833333333334,16737.421950053882
2025-04-29,14584.75,16863.91038903589
2025-04-30,14392.875,16851.612886384217
2025-05-01,14276.708333333334,16765.59715323828
2025-05-02,15178.458333333334,16586.351033953382
2025-05-03,14965.291666666666,15630.611781089976
2025-05-04,14643.916666666666,15424.033617027448
2025-05-05,15442.208333333334,16733.13208879484
2025-05-06,15210.208333333334,16859.620527776846
2025-05-07,14881.791666666666,16847.323025125173
2025-05-08,15374.625,16761.307291979236
2025-05-09,15510.708333333334,16582.06117269434
2025-05-10,13305.041666666666,15626.321919830933
2025-05-11,13095.208333333334,15419.743755768404
2025-05-12,14590.333333333334,16728.842227535795
2025-05-13,15480.333333333334,16855.330666517802
2025-05-14,15610.375,16843.03316386613
2025-05-15,15779.041666666666,16757.017430720192
2025-05-16,15899.625,16577.771311435296
2025-05-17,15460.083333333334,15622.03205857189
2025-05-18,14669.458333333334,15415.45389450936
2025-05-19,14707.75,16724.552366276752
2025-05-20,14383.875,16851.04080525876
2025-05-21,15417.541666666666,16838.743302607087
2025-05-22,15602.166666666666,16752.72756946115
2025-05-23,15214.958333333334,16573.481450176252
2025-05-24,13766.458333333334,15617.742197312846
2025-05-25,13243.583333333334,15411.164033250318
2025-05-26,13130.875,16720.26250501771
2025-05-27,14718.75,16846.750943999716
2025-05-28,14965.375,16834.453441348043
2025-05-29,15167.583333333334,16748.437708202106
2025-05-30,15200.416666666666,16569.19158891721
2025-05-31,14476.666666666666,15613.452336053802
2025-06-01,13380.875,15406.874171991274
2025-06-02,14173.0,16715.972643758665
2025-06-03,15063.125,16842.461082740672
2025-06-04,16593.625,16830.163580089
2025-06-05,18774.166666666668,16744.147846943062
2025-06-06,19137.916666666668,16564.901727658165
2025-06-07,16989.458333333332,15609.162474794759
2025-06-08,15525.375,15402.58431073223
2025-06-09,16405.708333333332,16711.68278249962
2025-06-10,16319.916666666666,16838.17122148163
2025-06-11,17036.541666666668,16825.873718829956
2025-06-12,18448.5,16739.85798568402
2025-06-13,17096.625,16560.611866399122
2025-06-14,15041.0,15604.872613535716
2025-06-15,14419.625,15398.294449473187
2025-06-16,16044.666666666666,16707.39292124058
2025-06-17,16795.541666666668,16833.881360222585
